0	http://dbpedia.org/resource/Roger_Carel
1	http://dbpedia.org/resource/Soundtrack_album
2	http://dbpedia.org/resource/1982_in_film
3	http://dbpedia.org/resource/Category:Films_set_in_a_fictional_country
4	http://dbpedia.org/resource/Plaza_Hotel
5	http://dbpedia.org/resource/Fathers'_Day_(film)
6	http://dbpedia.org/resource/Buddy_Ebsen
7	http://dbpedia.org/resource/The_Phantom_of_the_Opera_(1925_film)
8	http://dbpedia.org/resource/Thomas_F._Duffy
9	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian
10	http://dbpedia.org/resource/Mutual_Film_Company
11	http://dbpedia.org/resource/List_of_anti-war_films
12	http://dbpedia.org/resource/Robert_De_Niro_filmography
13	http://dbpedia.org/resource/Widescreen
14	http://dbpedia.org/resource/Christine_Baranski
15	http://dbpedia.org/resource/Paul_McCartney
16	http://dbpedia.org/resource/The_Quest_(film)
17	http://dbpedia.org/resource/Talisa_Soto
18	http://dbpedia.org/resource/Paul_Calderón
19	http://dbpedia.org/resource/Vanessa_Redgrave
20	http://dbpedia.org/resource/Santa_Claus_in_film
21	http://dbpedia.org/resource/Kathleen_Wilhoite
22	http://dbpedia.org/resource/Elliott_Gould
23	http://dbpedia.org/resource/Category:1971_films
24	http://dbpedia.org/resource/Brooke_Smith_(actress)
25	http://dbpedia.org/resource/Josh_Brolin
26	http://dbpedia.org/class/yago/WikicatPublicDomainFilms
27	http://dbpedia.org/resource/Adrienne_Fazan
28	http://dbpedia.org/resource/Category:1990s_independent_films
29	http://dbpedia.org/resource/The_Omega_Code
30	http://dbpedia.org/class/yago/Wikicat1958Films
31	http://dbpedia.org/resource/Star_Trek:_Insurrection
32	http://dbpedia.org/resource/1993_New_York_Film_Critics_Circle_Awards
33	http://dbpedia.org/resource/Category:Screenplays_by_Sergio_Leone
34	http://dbpedia.org/resource/Faithful
35	http://dbpedia.org/resource/Category:Palme_d'Or_winners
36	http://dbpedia.org/resource/List_of_fictional_diseases
37	http://dbpedia.org/resource/List_of_amusement_rides_based_on_film_franchises
38	http://dbpedia.org/resource/The_Next_Best_Thing
39	http://dbpedia.org/resource/Boris_Karloff_filmography
40	http://dbpedia.org/resource/Tall_Tale_(film)
41	http://dbpedia.org/resource/Channel_4
42	http://dbpedia.org/resource/Steven-Charles_Jaffe
43	http://dbpedia.org/resource/List_of_fantasy_films_of_the_1980s
44	http://dbpedia.org/resource/Category:Films_directed_by_Garry_Marshall
45	http://dbpedia.org/resource/Odeon_Leicester_Square
46	http://dbpedia.org/resource/Pat_Roach
47	http://dbpedia.org/resource/Junior_(1994_film)
48	http://dbpedia.org/resource/Gaumont_Film_Company
49	http://dbpedia.org/resource/Arthur_P._Jacobs
50	http://dbpedia.org/resource/Mandalay_Pictures
51	http://dbpedia.org/resource/Silicon_Graphics
52	http://dbpedia.org/resource/High-definition_video
53	http://dbpedia.org/resource/Ernst_Lubitsch
54	http://dbpedia.org/resource/52_Pick-Up
55	http://dbpedia.org/resource/Trial_film
56	http://dbpedia.org/class/yago/WikicatParamountPicturesFilms
57	http://dbpedia.org/resource/Premiere_(magazine)
58	http://dbpedia.org/resource/Jack_Giarraputo
59	http://dbpedia.org/resource/African-American
60	http://dbpedia.org/resource/Ice-T
61	http://dbpedia.org/resource/The_Slipper_and_the_Rose
62	http://dbpedia.org/resource/Kill,_Baby,_Kill
63	http://dbpedia.org/resource/Category:1959_films
64	http://dbpedia.org/resource/Jaws:_The_Revenge
65	http://dbpedia.org/resource/Category:Films_directed_by_Mel_Brooks
66	http://dbpedia.org/resource/Billing_(filmmaking)
67	http://dbpedia.org/resource/Screwball_comedy_film
68	http://dbpedia.org/resource/Category:Film_scores_by_Basil_Poledouris
69	http://dbpedia.org/resource/Gothic_film
70	http://dbpedia.org/resource/Sarah_Jessica_Parker_filmography
71	http://dbpedia.org/resource/Australia
72	http://dbpedia.org/resource/Annabeth_Gish
73	http://dbpedia.org/resource/Richard_Marks
74	http://dbpedia.org/class/yago/Wikicat1950sScienceFictionFilms
75	http://dbpedia.org/resource/You_Only_Live_Twice_(film)
